episode,total_steps,ep_len,norm_ret,mean_loss,episode_status
828,653098,800,0.585158,0.369724,0
829,653898,800,0.476358,0.374814,0
830,654698,800,0.419353,0.374610,0
831,655498,800,0.502892,0.375182,0
832,656298,800,0.535181,0.366469,0
833,656460,162,-0.593347,0.369980,1
834,657260,800,0.597143,0.384328,0
835,658060,800,0.540769,0.393193,0
836,658860,800,0.550686,0.382846,0
837,659660,800,0.503342,0.403196,0
838,660460,800,0.476493,0.383275,0
839,661260,800,0.466499,0.403442,0
840,662060,800,0.531314,0.411905,0
841,662860,800,0.559308,0.415363,0
842,663660,800,0.642077,0.421354,0
843,664460,800,0.643359,0.423657,0
844,665260,800,0.498863,0.427262,0
845,666060,800,0.487389,0.425612,0
846,666860,800,0.375080,0.428894,0
847,667660,800,0.493380,0.435077,0
848,668460,800,0.425312,0.447802,0
849,669260,800,0.474269,0.458788,0
850,670060,800,0.391687,0.442697,0
851,670860,800,0.489598,0.439469,0
852,671660,800,0.376687,0.444500,0
853,672460,800,0.605856,0.442929,0
854,673260,800,0.570904,0.454693,0
855,674060,800,0.542406,0.454384,0
856,674860,800,0.402823,0.459654,0
857,675660,800,0.577601,0.463542,0
858,676460,800,0.571834,0.476264,0
859,677260,800,0.480107,0.476282,0
860,678060,800,0.483184,0.492604,0
861,678860,800,0.510300,0.470560,0
862,679660,800,0.539682,0.499011,0
863,680460,800,0.419302,0.506148,0
864,681260,800,0.602189,0.501977,0
865,681298,38,-0.522176,0.513556,1
866,682098,800,0.494797,0.511018,0
867,682898,800,0.520242,0.518678,0
868,683698,800,0.583637,0.527715,0
869,684498,800,0.506350,0.525139,0
870,685298,800,0.552993,0.525388,0
871,686098,800,0.608251,0.512982,0
872,686898,800,0.683833,0.532233,0
873,687698,800,0.668378,0.539106,0
874,688498,800,0.618943,0.526693,0
875,689298,800,0.534823,0.535090,0
876,690098,800,0.538563,0.553640,0
877,690898,800,0.506204,0.537716,0
878,691698,800,0.400588,0.530582,0
879,692498,800,0.509487,0.549958,0
880,693298,800,0.417807,0.548085,0
881,694098,800,0.502240,0.546014,0
882,694898,800,0.576955,0.546639,0
883,695698,800,0.475296,0.547475,0
884,696498,800,0.508279,0.548388,0
885,697298,800,0.003486,0.558282,0
886,698098,800,0.478833,0.562920,0
887,698898,800,0.409725,0.558552,0
888,699698,800,0.512066,0.567495,0
889,700498,800,0.514953,0.556138,0
890,701298,800,0.540389,0.567312,0
891,702098,800,0.519796,0.562445,0
892,702898,800,0.564740,0.574599,0
893,703698,800,0.577157,0.581710,0
894,704498,800,0.552614,0.577884,0
895,705298,800,0.504941,0.585409,0
896,706098,800,0.519989,0.585758,0
897,706898,800,0.501334,0.581327,0
898,707698,800,0.517870,0.580316,0
899,708498,800,0.602549,0.584717,0
900,709298,800,0.544806,0.584711,0
901,710098,800,0.514115,0.587505,0
902,710898,800,0.485067,0.588001,0
903,711698,800,0.584487,0.591814,0
904,712498,800,0.548538,0.586656,0
905,713298,800,0.506885,0.587873,0
906,714098,800,0.528707,0.602781,0
907,714898,800,0.471508,0.591075,0
908,715698,800,0.474758,0.599309,0
909,716498,800,0.493324,0.607809,0
910,717298,800,0.478500,0.618618,0
911,718098,800,0.581899,0.626967,0
912,718898,800,0.466996,0.620483,0
913,719698,800,0.556766,0.632273,0
914,720498,800,0.512725,0.630365,0
915,721298,800,0.524551,0.630681,0
916,722098,800,0.569470,0.623265,0
917,722898,800,0.527199,0.622341,0
918,723698,800,0.536581,0.638760,0
919,724498,800,0.507058,0.641751,0
920,725298,800,0.550725,0.647441,0
921,726098,800,0.555783,0.646840,0
922,726898,800,0.532890,0.628598,0
923,727698,800,0.518402,0.634778,0
924,728498,800,0.586764,0.629615,0
925,729298,800,0.507333,0.632049,0
926,730098,800,0.540445,0.620030,0
927,730898,800,0.601977,0.619716,0
928,731698,800,0.330721,0.599302,0
929,732498,800,0.579512,0.591253,0
930,733298,800,0.454010,0.599457,0
931,734098,800,0.435809,0.603334,0
932,734898,800,0.583814,0.602015,0
933,735698,800,0.479567,0.602897,0
934,736498,800,0.505529,0.602885,0
935,737298,800,0.494133,0.589994,0
936,738098,800,0.532694,0.610407,0
937,738898,800,0.559694,0.602683,0
938,739698,800,0.567220,0.600472,0
939,740498,800,0.564289,0.595486,0
940,741298,800,0.526701,0.587199,0
941,742098,800,0.519396,0.589747,0
942,742898,800,0.497047,0.591254,0
943,743698,800,0.555662,0.611752,0
944,744498,800,0.513124,0.611565,0
945,745298,800,0.532173,0.623497,0
946,746098,800,0.626562,0.619639,0
947,746898,800,0.427358,0.631417,0
948,747698,800,0.588433,0.634087,0
949,748498,800,0.400515,0.629959,0
950,749298,800,0.498422,0.645261,0
951,750098,800,0.471298,0.646918,0
952,750898,800,0.619700,0.646820,0
953,751698,800,0.604742,0.657833,0
954,752498,800,0.435719,0.653823,0
955,753298,800,0.614698,0.664652,0
956,754098,800,0.444489,0.666804,0
957,754898,800,0.389897,0.656809,0
958,755698,800,0.483379,0.666110,0
959,756498,800,0.540521,0.663832,0
960,757298,800,0.579907,0.670523,0
961,758098,800,0.570878,0.660194,0
962,758898,800,0.600198,0.662573,0
963,759698,800,0.532173,0.657733,0
964,760498,800,0.501640,0.662063,0
965,761298,800,0.431118,0.647903,0
966,762098,800,0.574534,0.660940,0
967,762898,800,0.502939,0.660347,0
968,763698,800,0.495246,0.647128,0
969,764498,800,0.518264,0.653691,0
970,765298,800,0.464875,0.650754,0
971,766098,800,0.509906,0.645044,0
972,766898,800,0.544067,0.650006,0
973,767698,800,0.513449,0.641458,0
974,768498,800,0.401608,0.641096,0
975,769298,800,0.556614,0.653269,0
976,770098,800,0.576976,0.664781,0
977,770898,800,0.522425,0.646453,0
978,771698,800,0.411475,0.660483,0
979,772498,800,0.615617,0.672733,0
980,773298,800,0.214912,0.665262,0
981,774098,800,0.569555,0.670185,0
982,774898,800,0.534094,0.672459,0
983,775698,800,0.494650,0.667702,0
984,776498,800,0.518741,0.666407,0
985,777298,800,0.604989,0.684421,0
986,778098,800,0.558015,0.678565,0
987,778898,800,0.532430,0.679725,0
988,779698,800,0.560704,0.686015,0
989,780498,800,0.238023,0.686736,0
990,781298,800,0.618759,0.678513,0
991,782098,800,0.551878,0.678769,0
992,782898,800,0.555019,0.667865,0
993,783698,800,0.614499,0.682452,0
994,784498,800,0.541082,0.677637,0
995,785298,800,0.553614,0.670780,0
996,786098,800,0.513269,0.662008,0
997,786898,800,0.541102,0.671545,0
998,787698,800,0.598274,0.674732,0
999,788498,800,0.551667,0.673422,0
1000,789298,800,0.582447,0.696116,0
1001,790098,800,0.539167,0.699854,0
1002,790898,800,0.547298,0.700664,0
1003,791698,800,0.508984,0.698930,0
1004,792498,800,0.593877,0.689755,0
1005,793298,800,0.542700,0.686987,0
1006,794098,800,0.551515,0.676410,0
1007,794898,800,0.561118,0.672271,0
1008,795698,800,0.542225,0.697788,0
1009,796498,800,0.569325,0.687740,0
1010,797298,800,0.562856,0.679735,0
1011,798098,800,0.538403,0.687646,0
1012,798898,800,0.550435,0.681945,0
1013,799698,800,0.583171,0.677619,0
1014,800498,800,0.548798,0.677508,0
1015,801298,800,0.598035,0.691495,0
1016,802098,800,0.541794,0.691795,0
