episode,total_steps,ep_len,norm_ret,mean_loss,episode_status
324,254652,800,0.416254,0.464610,0
325,255452,800,0.252262,0.470974,0
326,256252,800,0.335071,0.480847,0
327,257052,800,0.410976,0.477095,0
328,257852,800,0.298730,0.465083,0
329,258652,800,0.428111,0.485828,0
330,259452,800,0.435602,0.481465,0
331,260252,800,0.428465,0.488603,0
332,261052,800,0.426123,0.494394,0
333,261852,800,0.505684,0.479556,0
334,262652,800,0.499759,0.479350,0
335,263452,800,0.419336,0.482559,0
336,264252,800,0.443752,0.469740,0
337,265052,800,0.332006,0.479850,0
338,265852,800,0.428262,0.469343,0
339,266652,800,0.495314,0.488836,0
340,267452,800,0.404311,0.481727,0
341,268252,800,0.463760,0.493132,0
342,269052,800,0.476865,0.487100,0
343,269852,800,0.519983,0.484249,0
344,270652,800,0.466318,0.478310,0
345,271452,800,0.365372,0.486613,0
346,272252,800,0.446765,0.491969,0
347,273052,800,0.446837,0.490741,0
348,273852,800,0.338879,0.480106,0
349,274652,800,0.403712,0.485522,0
350,275452,800,0.277952,0.482761,0
351,276252,800,0.225095,0.485717,0
352,276849,597,0.189055,0.481302,2
353,277649,800,0.316932,0.475350,0
